"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1922","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.18","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.96","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.98","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.7","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.86","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.8","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.01","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.99","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.69","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.69","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.64","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.68","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.85","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.94","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.82","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.77","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.6","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.92","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.62","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.62","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.88","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.04","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.54","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.7","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.97","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.83","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.02","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.54","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.28","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.94","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.96","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.69","","","","","","","","","","","","","","",""
"SURVEY","1922","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.64","","","","","","","","","","","","","","",""
"SURVEY","1922","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,127,000","","","","","","40,651,000","","13","","4,000","","","","22,000","","5.5",""
"SURVEY","1922","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","39,000","","","","23,000","","","","461,000","","391,000","","17","","4,000","","","","26,000","","6.6",""
"SURVEY","1922","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,199,000","","","","","","39,582,000","","18","","3,000","","","","15,000","","5.1",""
"SURVEY","1922","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","48,000","","","","","","1,584,000","","33","","17,000","","","","126,000","","7.4",""
"SURVEY","1922","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","855,000","","","","","","11,970,000","","14","","43,000","","","","185,000","","4.3",""
"SURVEY","1922","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","158,000","","","","3,669,000","","4,266,000","","27","","2,000","","","","13,000","","6.4",""
"SURVEY","1922","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","694,000","","","","","","8,675,000","","12.5","","1,000","","","","5,000","","4.8",""
"SURVEY","1922","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","4,097,000","","","","","","43,018,000","","10.5","","6,000","","","","24,000","","4",""
"SURVEY","1922","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","28,000","","","","","","980,000","","35","","9,000","","","","59,000","","6.6",""
"SURVEY","1922","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,313,000","","","","","","259,612,000","","35.5","","268,000","","","","1,930,000","","7.2",""
"SURVEY","1922","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,884,000","","","","","","139,824,000","","36","","159,000","","","","1,018,000","","6.4",""
"SURVEY","1922","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","8,787,000","","","","","","395,415,000","","45","","249,000","","","","2,266,000","","9.1",""
"SURVEY","1922","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","4,461,000","","","","","","84,759,000","","19","","104,000","","","","520,000","","5",""
"SURVEY","1922","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,858,000","","","","","","68,592,000","","24","","27,000","","","","176,000","","6.5",""
"SURVEY","1922","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,328,000","","","","","","21,248,000","","16","","3,000","","","","16,000","","5.2",""
"SURVEY","1922","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","591,000","","","","","","20,094,000","","34","","12,000","","","","100,000","","8.3",""
"SURVEY","1922","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,007,000","","","","","","33,734,000","","33.5","","336,000","","","","2,486,000","","7.4",""
"SURVEY","1922","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,362,000","","","","","","69,679,000","","29.5","","405,000","","","","2,956,000","","7.3",""
"SURVEY","1922","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,832,000","","","","","","44,179,000","","15.6","","6,000","","","","31,000","","5.2",""
"SURVEY","1922","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","5,491,000","","","","","","156,494,000","","28.5","","69,000","","","","442,000","","6.4",""
"SURVEY","1922","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","57,000","","","","","","1,140,000","","20","","6,000","","","","20,000","","3.3",""
"SURVEY","1922","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","6,540,000","","","","","","156,960,000","","24","","30,000","","","","171,000","","5.7",""
"SURVEY","1922","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","176,000","","","","","","7,392,000","","42","","19,000","","","","177,000","","9.3",""
"SURVEY","1922","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","178,000","","","","","","1,424,000","","8","","3,000","","","","11,000","","3.6",""
"SURVEY","1922","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","292,000","","","","","","10,366,000","","35.5","","321,000","","","","2,857,000","","8.9",""
"SURVEY","1922","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,102,000","","","","","","38,887,000","","18.5","","9,000","","","","45,000","","5",""
"SURVEY","1922","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","180,000","","","","","","4,680,000","","26","","51,000","","","","189,000","","3.7",""
"SURVEY","1922","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,857,000","","","","","","105,709,000","","37","","208,000","","","","1,664,000","","8",""
"SURVEY","1922","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,252,000","","","","","","55,284,000","","17","","21,000","","","","74,000","","3.5",""
"SURVEY","1922","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","20,000","","","","","","640,000","","32","","29,000","","","","218,000","","7.5",""
"SURVEY","1922","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,161,000","","","","","","52,245,000","","45","","162,000","","","","1,474,000","","9.1",""
"SURVEY","1922","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,867,000","","","","","","27,072,000","","14.5","","2,000","","","","10,000","","4.9",""
"SURVEY","1922","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,090,000","","","","","","88,065,000","","28.5","","45,000","","","","243,000","","5.4",""
"SURVEY","1922","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,094,000","","","","","","68,687,000","","22.2","","29,000","","","","177,000","","6.1",""
"SURVEY","1922","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","4,748,000","","","","","","75,968,000","","16","","8,000","","","","34,000","","4.2",""
"SURVEY","1922","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,000","","","","","","171,000","","24.4","","2,000","","","","20,000","","9.8",""
"SURVEY","1922","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,507,000","","","","","","36,922,000","","24.5","","52,000","","","","385,000","","7.4",""
"SURVEY","1922","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","18,000","","","","","","702,000","","39","","14,000","","","","102,000","","7.3",""
"SURVEY","1922","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","493,000","","","","","","13,804,000","","28","","21,000","","","","170,000","","8.1",""
"SURVEY","1922","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","951,000","","","","","","34,712,000","","36.5","","776,000","","","","5,820,000","","7.5",""
"SURVEY","1922","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","56,000","","","","","","1,092,000","","19.5","","3,000","","","","22,000","","7.3",""
"SURVEY","1921","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.73","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.15","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.69","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.93","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.41","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.54","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.57","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.66","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.61","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.47","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.48","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.41","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.43","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.7","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.72","","","","","","","","","","","","","","",""
"SURVEY","1921","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.61","","","","","","","","","","","","","","",""
